identifier,name,size,url,collection,title,mediatype,year,description,subject,file_name,transcript,avg(confidence),min(confidence),max(confidence)
tobacco_gez99d00,tobacco_gez99d00.mp4,6761569,https://archive.org/download/tobacco_gez99d00/tobacco_gez99d00.mp4,newsandpublicaffairs,movies,TULCHIN PROP 'OLD GOLD' OG-GS-67-219-30C,1966,Old Gold cigarette commercial.,"tobacco, cigarette,television , advertising , filter",tobacco_gez99d00,got a proposition for you how'd you like some new outdoor furniture watches Linens let me sweeten the deal how about cash instead or maybe add your trading stamps just save the gift store coupons on Old Gold filters that's a pretty good proposition all this and the best taste yet in a filter cigarette Old Gold filters best cigarette that ever came with a coupon best coupon that ever came with a cigarette,0.88146806,0.88146806,0.88146806
tobacco_pdc77c00,tobacco_pdc77c00.mp4,20214988,https://archive.org/download/tobacco_pdc77c00/tobacco_pdc77c00.mp4,newsandpublicaffairs,movies,GORDON MCCALL'S MOTORWORKS 'A CELEBRATION OF STYLE IN MOTION',10007,Video about an air and car show soliciting sponsorships.,"tobacco, cigarette,advertising, marketing, event sponsorship",tobacco_pdc77c00,"if you have an ounce of passion in you for cars or planes or just people you'll have a good time here, welcome to Motor Works I'm your host Gordon McCall what my wife Molly and I created nine years ago as a gathering of friends and clients with their favorite cars and planes has evolved into the premier social Affair of the Monterey historics Pebble Beach Concours a week Janine I've been coming to it since its Inception I think and in the beginning it was small and, wait and now it's kind of large and point but it's been fabulous, that's Molly and Me with some of our guests now, as you can see what started as an informal get-together has blossomed into what we now call Motor Works a celebration of style in motion as you probably know it's become the private party prior to the Conqueror weakened by invitation only some 1200 people attended in 1999 and by the looks of this high-octane fun you can see why with all your favorite stuff it's got the right airplane we got the right car, our guests share some of the same qualities as the equipment on display a strong power to weight ratio World Racing Champions Hollywood stars serious collectors aviators and quite a few captains of industry and despite the tremendous growth of motor works it's retain that same casual feel that we started with so long ago want to thank you for your interest in becoming a major sponsor of Motor Works you will be highly visible in front of some very influential people, good friends horsepower engineering Excellence what could be better your participation will also help with our Motor Works benefits the California Highway Patrol 1199 Foundation and starting this year the US Navy's Blue Angels Foundation both foundations offer special assistance to the families of the fine men and women who risk their lives every day this year Waterworks has engaged a special events manager with this new behind the, professionalism participation levels for distinguish sponsors like yourself are assured the Tails benefits and costs of major sponsorship are provided separate from the video and are easily custom-tailored we hope you'll make your special presence known at Motorworks August 16 2008 the new Monterey Jet Center Motor Works",0.8613363425,0.79496944,0.9128386
tobacco_grz57c00,tobacco_grz57c00.mp4,56055298,https://archive.org/download/tobacco_grz57c00/tobacco_grz57c00.mp4,newsandpublicaffairs,movies,950713 - Demo Reel,1995-07-13,"Compilation of clips showcasing corporate events (including PM 1994 ""LEAP"" meetings) produced by KFProductions. On the same DVD as Bates 2073430599.","tobacco, cigarette, advertising, marketing, business activity, brand image",tobacco_grz57c00,"Cracker Barrel cheese has a Snappy new package and a Snappy new sound when you hear it you'll know this snap tight reclosable package is working hard to keep that award-winning Cracker Barrel taste fresh inside every bite every time now for the snappy ending the nuke,Barrel snap tight reclosable package snap it up, my oh my Kaboom Longneck you come and collect night and Method vinegar sent us a check on the lamb come on man cool it look I'm going to attack on Hampton my Highland ready for an answer that riddle okay what two letters are smelly you can get a little machine free and alphabets and marshmallow alphabets, our Moroccan spiced chicken and rice is nearly done take it off the heat and let it stand covered for 5 minutes easy huh a beautiful meal with all the goodness of minute instant whole grain brown rice let's eat Minute Rice appease great meals for the time you have, those that are on scanner reams of information can be programmed in any way to give you the information you need to make decisions that the retailer and the consumer can benefit by this unique Summer Fresh taste found in the blueberry fields of Maine that's captured in an exciting new cereal post introducing new Blueberry Morning cereal the first, made with real whole wild blueberries sweet",0.8527804,0.7665396,0.9128385
tobacco_kvb77c00,tobacco_kvb77c00.mp4,19817513,https://archive.org/download/tobacco_kvb77c00/tobacco_kvb77c00.mp4,newsandpublicaffairs,movies,NBC TODAY INTERVIEW WITH DR. DAVID KESSLER VIDEO 2 - SCP,1995,Interview with David Kessler about the proposed regulation of tobacco products by the Food and Drug Administration.,"tobacco, cigarette,tobacco related health concerns, marketing, advertising, nicotine, addiction, smoking restriction, Food and Drug Administration,  youth, children, youth access, regulation, government, event sponsorship",tobacco_kvb77c00,"historic move the Clinton ministration has declared nicotine to be a drug and has proposed regulations aimed at curbing smoking by teenagers the Food and Drug Administration is charged with implementing the proposed regulations FDA commissioner David Kessler is in his office and Washington dr. Kessler good morning good morning Brian what's your response to the lawsuit already filed by the tobacco companies and effect claiming you don't have jurisdiction over their product Bryant I'm not going to comment on litigation but I certainly hope that the industry, he would work with us to curb teenage smoking let me come at it from this way the food drug and cosmetic act under which the FDA operate says that a drug must be safe and effective in order for it to be allowed on the market correct that's correct does the law allow you to make the distinction between adults and teens when you were talking about safe and effective this is a dangerous product kids are becoming addicted and we need a strategy to deal with that addiction we are regulating under the proposed rule, this product not only as nicotine is a drug but also as a device so we have some flexibility here Brian but what's your response then to those in the tobacco industry who would argue that once you regulate tobacco you have to ban all tobacco products and that puts a 47 billion dollar debt in the economy a band won't work what the president focused on yesterday were children and we do believe we have that flexibility under our laws won't the fact that adults can freely engage in something that you're telling children is harmful to them undercut your, your logic with them the right public policy Bryant is to focus on children we have 45 million addicted adult smokers and what will work and what happens is you have children at 11 12 and 13 beginning to smoke the smoke for several years and then my 16 17 or 18 they're already addicted so we believe that getting two children before they start is the right public policy approach I know dr. Kessler that you're looking to make an immediate impact on, on the problem why then did you turn down offers from the tobacco industry to work with you on some it legally enforceable restructure restrictions and and instead you've basically set yourself up for a lengthy Court fight that will delay any attack on the problem would we do care about is a comprehensive program with enforceable with enforceable steps that's what we care about a voluntary program Bryant just won't work when's it realistic than to think, any of your measures will actually be affected I mean given the complications of the courtroom and other matters we send our children very mixed measure messages we tell them that it's dangerous to smoke but you see the Glamour and the fund the linkage was sporting events you've seen that Brian we need to break that link we need to break the appeal with the president said yesterday is he wanted to make it harder for children to buy that he wanted to reduce the appeal he wanted to have no effect on adults access, the cigarette",0.7862730142857143,0.46475798,0.9128392
tobacco_adz99d00,tobacco_adz99d00.mp4,4671537,https://archive.org/download/tobacco_adz99d00/tobacco_adz99d00.mp4,newsandpublicaffairs,movies,L N NEWPORT N68 135 20C 6RN0A TUG BOAT CLR 20 SEC 7125,1967,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male",tobacco_adz99d00,set a tug boat Skipper named Ray for a smoke but a smooth all the way just ask for a newborn a smooth tasting new boy refreshing day after day before has that a more refreshing to your taste,0.81939167,0.81939167,0.81939167
tobacco_mhs62a00,tobacco_mhs62a00.mp4,4691754,https://archive.org/download/tobacco_mhs62a00/tobacco_mhs62a00.mp4,newsandpublicaffairs,movies,"YOUTH SMOKING PREV. ""MY REASON / HISP REV. 2"" ZYRA-1065 :30 WITH ENGLISH SUBTITLES",2001,Spanish language commercial for the youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris.,"tobacco, cigarette,youth, children, youth access, advertising, television, industry sponsored prevention program, Hispanic American",tobacco_mhs62a00,but Amelia for me,0.8270304,0.8270304,0.8270304
tobacco_fbg12a00,tobacco_fbg12a00.mp4,192914562,https://archive.org/download/tobacco_fbg12a00/tobacco_fbg12a00.mp4,newsandpublicaffairs,movies,Compilation of Parliament commercials,1961,"<span style=""color:rgb(51,51,51);font-family:'Helvetica Neue', Helvetica, Arial, sans-serif;font-size:14px;background-color:rgb(235,235,235);"">Compilation of Parliament cigarette commercials with the jingle ""Parliament gives you extra margin."" [Includes A-Z]</span>","cigarette, tobacco, filter, male, female, advertising, television, marketing",tobacco_fbg12a00,"extra margin because Parliament puts the filter where it does you the most good recess got me clean quarter inch away extra margin because tobacco taste best when the filters recess,assess that made this day and the extra margin extra margin you smoking meat you're smoking thing with father today, people know the value of an extraordinary in the seatbelt venues in the cigarette they smoke extra margin will flavor because Parliament which the filter where it does the most good receptor neat clean quarter inch away extra margin because Parliament is tested for uniformity month after month by the United States testing company X, margin because tobacco taste best when the filter is reset, if you like things neat and lie you'll like Parliament, only when you smoke neat and clean do you enjoy true Rich tobacco flavor that's Parliament extra margin neat clean smoking and plenty of flavor to if you like things neat and clean you like Paula, an extra margin in the golf umbrella they carry in the cigarettes I smoke extra margin bull, labor because Parliament which the filter where it does the most good receptor neat clean quarter inch away extra margin because Parliament is tested for uniformity month after month by the United States testing company extra margin because tobacco taste best when the filters recess, an extra margin in the Gulf of relevant carry in the cigarette they smoke, every Parliament gives you extra margin because Parliament books the filter where it does you the most good recess the neat clean quarter inch away extra margin because tobacco taste best when the filters reset, quarter inch away is you, this man knows the value of an extra Arjun in the helmet he wears in the cigarette he's mobile, if you like things neat and clean you like Parliament Parliament keeps the filter 1/8 clean water inch away if you like things neat and clean you will like Parliament, if you like things neat and clean you like Parliament, these people know the value of a text Rajan in the seatbelt they use in the cigarette Facebook, if you like things neat and clean you'll like Parliament, when you like a following only when you smoked meat and blame the you enjoyed true Rich tobacco flavor that's Parliament extra margin neat clean smoking and plenty of flavor too, if you like things neat and clean you like Parliament, this year give problem in the Christmas carton but gift would be extraordinary Parliament, if you like things neat and clean you'll like Parliament, I would let you enjoy true Rich tobacco flavor because the filter is recessed undelete clean water a joy that's parliament's extra-large neat clean smoking and plenty of flavor too, if you like things neat and clean you'll like Parliament, if you like things neat and clean you'll like Parliament, Parliament let you enjoy true Rich tobacco flavor because the filter is recessed a neat clean quarter inch away that's parliament's extra-large neat clean smoking and plenty of Labor do, if you like things neat and clean you'll like Parliament, this man knows the value of an extra margin in the helmet he where in the cigarette is one extra margin waiver because Parliament once the filter where it does the most, Ridgeway extra margin because Parliament is vested with uniformity month after month by the United States have become extra virgin because tobacco tastes best with the filters Revenge, this man knows the value of an extra margin in the helmet he wears in the cigarette he's month, extra margin full flavor because Parliament which the filter where it does the most good Reserve does need clean quarter inch away extra margin because tobacco taste best when the filters refunds, this man knows the value of an extra margin if a helmet anywhere in the cigarette he smokes extra margin because it puts the filter where it does you the most good recess the neat clean quarter inch away extra margin because, tobacco taste best when the filters recess, the fat you of an extra margin in the goggles he wears in the cigarette he's not because Parliament puts the Builder where it does the most good, we went away extra large and full flavor because tobacco taste bad when the filters respect, an extra margin in the goggles he wears in the cigarette he's extra margin because Parliament puts the filter where it does you the most good recess the neat clean quarter inch away extra margin because tobacco taste, best when the filters reset extra mileage and useful if you're fucking dream with me, this man knows the value of an extra margin in the life jacket he wears in the cigarette useful because Parliament puts the Builder where it does you the most good recent study lead quarter inch away extra, just because tobacco taste best when the filters recess demise and you smoke BBQ, this man knows the value of an extra margin in the life jacket he wears in the cigarette you smoke every Parliament gives you extra margin the filters recessed and made this day and be clean to my genius will be me cure smoking weed, an extra margin in the goggles he wears in the cigarette he's home, this man knows the value of an extra margin in the goggles he wears in the cigarette you smoke every Parliament, extra large and the filters recessed and faithless they need your smoking playing with my, in the cigarette you smoke extra margin will flavor because Parliament what's the filter where it does the most good recess don't need clean water Ridge away extra margin because tobacco taste best when the filter, the value of an extra margin in The Mask he wears in the cigarette he's not, extra, these people know the value of an extra margin in the golf umbrella they carry in the cigarette basement, unless you enjoy Rich tobacco flavor because the filter is recent quarter inch away, if you like think you'll like Parliament gives you an extra margin because Parliament puts the Builder where it does the most good reset the need clean water inch away extra margin because tobacco Jason felt when the builders we say the backstay test, three sets of parliament gives you an extra large and because Parliament puts the Builder where it does the most good reset study clean quarter inch away extra margin because tobacco taste best when the filters reset, tobacco, parliament's filter is recessed a neat clean quarter inch away Parliament gives you extra margin, this man knows the value of an extra margin in the safety belt he wears in the cigarette you smoke, extra margin because Parliament puts the Builder where it does the most good recessed a neat clean quarter inch away extra margin because Parliament is tested for uniformity month after month by the United States testing company extra margin will flavor because tobacco tastes best when the filters research, this man knows the value of an extra margin in the safety belt he wears in the cigarette he's extra margin because Parliament puts the filter where it does you the most good recess the neat clean quarter inch away, extra margin because tobacco taste best when the filter is reset, this man knows the value of an extra margin in the racing helmet he wears in the cigarette you smoke because Parliament puts the filter where it does you the most good recess study clean water into a way no doubt about the building extra margin, tobacco taste best when the filters recess no doubt about the flavor, these people know the value of an extra margin in the Gulf of relevant carry in the cigarette they smoke extra margin, was Parliament what's the filter where it does you the most good reset study clean water into it extra margin because tobacco taste best when the filters reset",0.8195918994827587,0.67669374,0.91283864
tobacco_xnp91f00,tobacco_xnp91f00.mp4,34870187,https://archive.org/download/tobacco_xnp91f00/tobacco_xnp91f00.mp4,newsandpublicaffairs,movies,"1) Live at Five Eyewitness Years: Airline Smoking  Orlando FL, 2) TV News Program  WTSP-TV St. Petersburg FL",1988,Reports about new regulation eliminating smoking on all domestic air flights of six hours or less and proposed restrictions on cigarette advertising directed at minorities and teenagers.,"tobacco, cigarette, secondhand smoke, smoking restriction, regulation, youth, advertising, marketing, children, warning label, promotional campaign, sports sponsorship, government, indoor air quality, airplane, flight attendant, tobacco related health concerns",tobacco_xnp91f00,"WFTV Orlando live from Central Florida's News Leader Barbara West Kendall Burnett Bullock's entertainment news and Steve Kerr bees backyard whether this is live at five good afternoon our top story today on live at five get ready to kick the smoking habit at least during airline flights in the u.s. new regulations starting in a few days will eliminate smoking on virtually every,Marshall flight in the Country Reporter Mary Miller joins us from our Washington Newsroom with more on the smoking changes hello Mary hello there well you know this new law is clearly one more step in trying to create separate but equal classes of smokers and non-smokers and it seems while non-smokers may like this trend very much we're going to see that the tobacco industry continues to fight back, the new law will permanently prohibit smoking on all domestic flights of six hours or less that covers 99% of all air travel it replaces a two-year temporary measure due to expire this April Banning smoking on flights of two hours or less government and health officials are so excited about the stricter law they held a news conference today to toot their horn we turn the corner in our battle to end the tragedies associated with smoking and that's a momentous, occasion I think we see in ushering in of a new era a new era a new attitude when it comes to smoking in America I stand before you as one of the 90,000 flight attendants in this country who in five days will finally have a chance to live a longer and healthier life officials also announced the results of a new transportation department study that says smoke and Cosmic radiation are the two most hazardous airliner cabin pollutants best alleviated by a total smoking, ban and careful Crew Scheduling to limit radiation exposure common at high altitudes officials say the fight isn't over they say they'll consider imposing additional Transportation bands limiting tobacco exports and launching new and expensive education programs it's a campaign that understandably does not sit well with the tobacco industry the tobacco Institute disputes the d-o-t findings saying airplane smoke levels are negligible and safe and enough is enough what they're trying to do is the political Salam, the game that is chip away and slice away until you're left with nothing, and so we see that the fight goes on over how to protect People's Health at the same time not destroying their rights Ken Farber all right thank you very much Mary Miller live from Washington, Channel 10 W TS be this is NewsCenter 10 with Darryl David Marlene Schneider meteorologist Jim Brian with weather and Tampa Bay's award-winning views team afternoon everyone I'm Marlena Schneider and I'm Darryl David thank you for joining us today well there was a lot of heat on this, working issue in Washington anti-smoking forces testified on Capitol Hill yesterday they are trying to get legislation passed that would restrict cigarette advertisements especially those aimed at young people and minorities ABC's John Bascom reports, the Senate labor committee is considering a bill which would allow state and local governments to ban certain tobacco advertising directed at young people senator Frank Lautenberg said Congress has to do something we can't sit idly by any longer while tobacco companies cynically devised marketing campaigns to lower the most vulnerable groups into a life of nicotine addiction addiction heroin the Secretary of Health and Human Services dr. Louis Sullivan endorsed The Proposal which would also increase the warning, dr. Sullivan said a glamorization of smoking must end it is clear to me that we must move toward being a smoke free Society by the year 2000 if not sooner Sullivan cold on advertising agencies to denounce cigarette advertising saying it is morally wrong to advertise a product that when used as directed causes death as for sporting events such as the Virginia Slims tennis tournament secretary Sullivan also had advice for the athletes, the card athletic Community really should be ashamed of being willing to associate their names with a product that causes disease and death in such a high number of our citizens a spokesman for the tobacco Institute Charles Whitley said there's no need for any new legislation to warn people about smoking the American public including youngsters already educated to the perceived health, swords of smoking anti-smoking lawmakers are encouraged in their effort by the recently enacted band on airplane smoking which takes effect this weekend John Bascomb ABC News Washington",0.8562097630769231,0.78479123,0.909868
tobacco_obz99d00,tobacco_obz99d00.mp4,6500932,https://archive.org/download/tobacco_obz99d00/tobacco_obz99d00.mp4,newsandpublicaffairs,movies,NEWPORT OCEANEER N69-170-30C 30:SEC COLOR,1968,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette, male",tobacco_obz99d00,"Newport cigarettes carefully selected blend chilled with just the right amount of refreshing menthol,refreshing taste is what Newports all about Newport Menthol chilled remarkably refreshing taste",0.87785987,0.8614349,0.89428484
tobacco_zgs62a00,tobacco_zgs62a00.mp4,68856662,https://archive.org/download/tobacco_zgs62a00/tobacco_zgs62a00.mp4,newsandpublicaffairs,movies,YOUTH SMOKING PREV MULTIPLE SPOTS -,2001,Compilation of commercials in English and Spanish for youth smoking prevention campaign Think. Dont Smoke sponsored by Philip Morris. Also includes commercials educating parents how to help children cope with peer pressure and prevent them from smoking.,"tobacco, cigarette,youth, children, youth access, anti-smoking advocacy, television, industry sponsored prevention program, peer influence, familial relation, Hispanic American, advertising",tobacco_zgs62a00,"skateboarding's my thing when I'm on the ranch I forget about everything else, the pressures of being a kid go away when I'm catching some air to me there's nothing like it the other thing I really care about is my little brother Joey he really looks up to me that's one of the reasons I never picked up smoking what kind of example would I be if I did that do you have someone who looks up to you forget about Smokey, Martinez one meal, keep working on Davis for men, puppy, Hey sister go down for a black belt man this want to work yeah we'll go have a cigarette no don't see if the book on Saturday, get what you want you can't let cigarettes or anything else get in your way, my intelligence but body my style or can have my style my ambition my obligations to myself my genius my strength my free will my goals my mom my potential my future what's your reason for not smoking my knowledge my endurance life, she's supposed to set a positive example for you oh yeah yeah she's smoking cigarettes not the bomb you start smoking will gaming never be as tight as mine, you know I'm not going to let that happen I know I'm all right just cause you're my brother, I am my own person I have my own mind and my own body I don't know everything but I know this much I want to keep it clean and strong that means not smoking cigarettes I only get one body it's up to me to take care of it I know I can do it because the body does what the mind says, how can parents help keep their kids from smoking first of all talk to us about it and once just isn't enough remember we have to deal with smoking all the time tell us that you don't approve of smoking remind us of smoking can do to our health don't threaten and don't jump to conclusions you can't decide for us but you can't help us make the right decisions and one more thing don't do all the Talking listen to talk to your kids about not smoking they'll listen, what's the question hey what's up the times this group thing over with 10:30 well try again right hand of klaw no forget what we talked about no drinking and no smoking right can I talk to your kids about not smoking, mom now that I'm getting older I bet you wish you could still be with me wherever I go because when I'm with friends you know stuff comes up like smoking but don't worry because we talked about that reasons I shouldn't smoke the way say no no thanks I don't smoke or get lost so when someone says you want a cigarette even if you're not there, your words are, Dad I know looks like I don't listen but I do I mean I was listening when you told me how to say no like saying no thanks I don't smoke you were right I don't have to smoke to fit in I like that you let me know where you stand and I'll have to do what anybody else does I just have to do what's right for me and that's not to smoke and that's not smoking see I was listening, straight to my office to see herself Stanford and over this would be angry Alice, give us a me home I'll be to the news media are adding into for sure do you know about me, campus environment at least enough Omar, he's gonna go sell your Canadian is allowed to tell me, don't know what, Scott and I have tried to raise Derek right we know his friends are a big influence but we also know we can shape his values and thoughts just by talking to him about all the important issues we talked about drugs and how to say no to them we even had the sex talk well Scott did that we tried to cover all the bases with Derek but sometimes I feel like we've missed something talk to your kids about not smoking it may be the one thing you've missed, it's not just because of your coach not because of what your friends may think, it's not just because your mother told you what time to quit, and it's not just because of what your teachers say and you decide not to smoke you don't just do it for other people, you do for yourself you do for yourself I don't smoke because of me, no way to turn down a cigarette you know what they all work so say it any way you want as long as you say, so there's this Lisa who called just a girl I saw him holding hands so you like her she's okay she smokes cigarettes she smokes she tried it once with her friends so what do you think about that I think it's a bad idea we talked about that remember yeah I remember anyway doesn't do that anymore she's cool then how come she likes you I was gonna get it talk to your kids about not smoking they'll listen, Jimmy if you could take a walk in your kids shoes it'd be easier to understand what they go through the pressures they face and the decisions they have to make when they're on their own of course you can't walk in their shoes but you can do the next best thing talk to them so when the pressure is on you want a cigarette they'll make the right decision he did talk to your kids about not smoking that was it, hello, that's most alguna vez en el Lugar de to see Cena versus there a schedule, yeah you Gardens at 3:00 a.m. he's the no format, has been assumed to kill things SE te pasa this guy wanted the Muse me that Alicante for sure security is Rodrigo at least they know from our agency is Kitchen",0.8048783463636364,0.37472525,0.912839
tobacco_gcz99d00,tobacco_gcz99d00.mp4,7803235,https://archive.org/download/tobacco_gcz99d00/tobacco_gcz99d00.mp4,newsandpublicaffairs,movies,MOOD,1967,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male, female",tobacco_gcz99d00,"smooth and fresh is the Newport a taste welcome played you forget,food tastes more those never hush never run for tastes fresher, smooth and refreshing day after day that's the taste of Newport the smoothest tasting menu, something bigger",0.873774335,0.81973845,0.90799683
tobacco_moy27a00,tobacco_moy27a00.mp4,7469283,https://archive.org/download/tobacco_moy27a00/tobacco_moy27a00.mp4,newsandpublicaffairs,movies,FDA regulation of tobacco,1994,Discussion on the proposed FDA regulation of tobacco due to nicotine content along with proposed legislation to restrict advertising to youth and list cigarette ingredients among other things.,"tobacco, cigarette, regulation, nicotine, proposed legislation, addiction, advertising",tobacco_moy27a00,"good evening I'm Jim Lehrer in Washington and I'm Robert MacNeil in New York after tonight's news summary we debate the proposal to call nicotine a drug and put cigarettes under government regulation the debate over regulating cigarettes is our lead segment tonight it's a debate that has caused smoke and fire lately the fire came from the head of the Food and Drug Administration who recently made new charges against tobacco,we begin with this background are from correspondent Betty Ann Bowser, city streets are one of the few places where America's 45 million smokers can still go and light up without repercussions but last week Food and Drug commissioner David Kessler move the debate on smoking away from where date and this is Congressman Diner assign our",0.8151947433333334,0.75878257,0.8614478
tobacco_cub77c00,tobacco_cub77c00.mp4,72475998,https://archive.org/download/tobacco_cub77c00/tobacco_cub77c00.mp4,newsandpublicaffairs,movies,"LIBERTAD, INC. ""THE LIBERTAD FORUM ON COMMERCIAL FREE SPEECH""",1993,"The LibertAd Forum participants discuss issues related to free speech, First amendment, and advertising.","tobacco, cigarette,advertising, marketing, legal right, lawyer, business activity",tobacco_cub77c00,"freedom of commercial speech is as vital to our Democratic process is freedom of religious political and artistic speech,remember to handful of people to say but some forms of free speech are not as free as others is to abdicate freedom of choice and undermine the foundations of free societies everywhere in the fall of each year at the Harriman New York country Campus of Columbia University and international group of distinguished jurist lawyers legislators journalist authors Executives and representatives of,Communications and entertainment Industries need to discuss issues concerning free speech and democracy issues that touch the lives of free people everywhere, in my view there aren't a lot of people who really believe in the First Amendment most people tend to believe or to want to allow the sort of speech they find congenial and that is true in all areas of speech whether it is political speech or commercial speech all the more necessary in my view is it to have as categorical protections for speech as possible as few distinctions as possible, it's impossible to say that the constitution itself draws any distinction between economic rights and the other personal rights I think the close relationship between pre markets and free speech and political Freedom ultimate human Liberty is is undeniable the First Amendment includes the right of free association it's not all that easy to distinguish between so-called political and economic associations because, most of our political associations are organized for economic purposes of course if we view speech and conversation in the continuing debate as an end in itself I think we might reach a different conclusion on Commercial speech as well as other areas of speech in immediate Court said as we lead the Oregon cases it's really the Oregon Constitution we are not going to distinguish something called commercial speech from something that is any other kind of speech to text of the First Amendment doesn't mention political speech, nor commercial speech and I think the surest most consistent and certainly most principled Safeguard is to do what I gather as just as Linda you refers to an organ you know make a distinction where the statute or the Constitutional provision doesn't have it, now one doesn't have to be a hyper littlest to see the danger of letting the government the very government of the first amendment is designed to rein in Define which speech has high value and which speech has lower value in fact in political speech we can be told lies and it's a lot tougher to protect ourselves is the conclusion we got to have him start regulating the political speech at this point I don't know what is politics other than the pursuit of power and if you've got the power, you've got the politics and if you've got the power you'll Define Freedom as you choose to free to Define freedom I think if there's any argument at all for advertising being regulated political advertising gets it the most because if you buy a different brand of chicken and I do I could care less but if you vote for someone based on a promise that will never be realized and it's not properly discounted it's going to affect me it scares the hell out of me too, the most painful denial of freedom of the most painful thing was that you were denied the basic right to pass judgment on anything you were denied the right to say what do you think about world since we human beings differ from animals exactly by our capacity to formulate judgments, the separation of this freedom in fact that used us the status of Edibles as we consider this situation where what did they fight for not only freedom of Oppression but also Freedom from Want, and as they try to reconstruct their countries they realize that there is such a necessity and economic Port consideration of how to build up a mode of living whereby everybody has a good life we are focusing in Poland very much on political Freedom entertainment out enough and had in attention to things like like commercial free speech, the first things must come first we are developing this free market institutions and this is the part and parcel of it the subject of our International for room inspires me as person but also as in Hungarian citizen who knows very well what is exactly the meaning of freedom and what it means not to have it it is a fact that the only way news media can survive, free and independently is file support of advertising, one magazine that has no advertising its Congressional quarterly and I'd like to add and it's a very good magazine and I'd like to point out that it's subscription rate is now about 500 dollars per year it gives you an idea of what what the cost is for a magazine with no advertising that's high quality in Germany weekly jounin John wants 20 to 30 percent of its money from subscribe, between 70 and 80% from advertisement so you would destroy a lot of jobs you will not destroy a lot of journals and newspapers without that the fact that there isn't any media covering this I think is really surprises me because it's in their interest to pay attention to the threats there are two commercial free speech and Free Speech in general if you suddenly band advertising in a country where advertising is customary, a lot of newspapers would collapse and the rest would be a few newspapers which would have a more or less Monopoly situation and that would certainly not be conducive to freedom of discussion this is the key which one somebody sometimes tends to forget the most important reason for Relevant freedom of commercial speech is it only that gives you, a benefit when you develop new products as no point in developing new and improved products unless you can communicate in the consumer if your product is bad no amount of advertising will keep you there you can buy your way in but you won't stay there Communications to me is the key weapon of competition you can look at various Industries to see how they become lethargic without that communication weapon without Communications companies are handcuffed in terms of competition without competition you don't have economic growth, people in the United States people in Europe would never ever think of advertising as a human rights issue but if in fact you spent much time in Africa or in or in some parts of Latin America you will know that because the government bans advertising that that effectively shuts out any non-government press there are many journalists all over the world and especially in Africa who regularly go to jail, for saying what they say it's only through Western multinational advertising that in fact popular alternative presses and Free Press can exist outside of the government control press That's particularly true in the third world you can't legislate the good sense or common sense first of all or even good behavior and you can't legislate for the lowest common denominator in Market there's always somebody who wants to be the complete idiot with all due respect, Beckett and that's not how we can steer society when you start restricting the ability of people to use their property to have their property to sell their property you also start restricting their ability to have their lives to exist to make a living to to live in society and to draw these artificial lines I think leads you down the slippery slope these days today are particularly Dangerous Ones in terms of, protecting commercial speech and if I could will one thing it would be an explosion of writing and commentary and Analysis in this area which would alert people including judges to the severity of the risks that lie before us, we all know it's wrong any any ban on commercial free speech is wrong there question is what can we do about it it's got to come up in education it's got to come up in the media articles about it so that people understand that it really is a fundamental issue it's much more than just Banning ads Constitution is very clear on this it says that the government shall make no law abridging freedom of speech doesn't say abridging freedom of speech and adds it doesn't say, except if you say check on college campus there is no caveat in the Constitution it is could not be simpler the First Amendment only really becomes important when you disagree with whatever someone is saying that's what it's really about it doesn't you don't need an amendment with everybody agrees with you when you're speaking out for a minority opinion is when it counts and I think it it is crucial I think it is significant that an international organization like Liberty, Todd has been formed designed to spread First Amendment rights to countries that do not have them enshrined in our constitution as we are fortunate to do",0.8488378823999999,0.6758793,0.9128386
tobacco_mbz99d00,tobacco_mbz99d00.mp4,9319762,https://archive.org/download/tobacco_mbz99d00/tobacco_mbz99d00.mp4,newsandpublicaffairs,movies,TABBY / NEWPORT TA-8-20-101C/N-67-110-40C 60 SEC COLOR,1966,Commercials for Newport cigarettes and Tabby cat food.,"tobacco, cigarette,advertising , television , menthol cigarette, male, female",tobacco_mbz99d00,Dempsey on cat food I love cats better than dogs take it or leave it one thing I know cats need a very bad that was a problem through something called Tabby treat five solid foods and every can feed him Tabby treat and you've done your job I hope my dog doesn't hear this commercial Gabby necessary cat food,0.8850972,0.8850972,0.8850972
tobacco_ifo23e00,tobacco_ifo23e00.mp4,128342378,https://archive.org/download/tobacco_ifo23e00/tobacco_ifo23e00.mp4,newsandpublicaffairs,movies,Marlboro Advertising Presentation,1984,"Ken Krom, creative director from Leo Burnett Ad Agency describes how his team designs print and promotional advertisements for Marlboro products.","tobacco, cigarette,marketing, advertising, advertising agency, business activity, promotional merchandise, promotional campaign",tobacco_ifo23e00,here we go,0.91283864,0.91283864,0.91283864
