identifier,name,size,url,collection,mediatype,title,description,subject
tobacco_viy27a00,tobacco_viy27a00.mp4,36231369,https://archive.org/download/tobacco_viy27a00/tobacco_viy27a00.mp4,newsandpublicaffairs,movies,"""Second Hand Smoke"" and  ""Smokers vs. Non-Smoking,"" NBC Nightly News",Report on the health effects of secondhand smoke. Report on the friction between smokers and non-smokers over the right to smoke.,"tobacco, cigarette, smoking restriction, secondhand smoke, anti-smoking advocacy, adverse effects, public policy"
tobacco_uuw27a00,tobacco_uuw27a00.mp4,19086628,https://archive.org/download/tobacco_uuw27a00/tobacco_uuw27a00.mp4,newsandpublicaffairs,movies,"""The Tobacco Institute  Prime News, CNN TV, Washington, DC  8;00 PM:  The Money Report:  Federal Smoking Ban",News segment about the new smoking restrictions in all federal workplaces.,"tobacco, cigarette,local ordinance, workplace, smoking restriction"
tobacco_mtg63d00,Bates_510300515_512kb.mp4,127578708,https://archive.org/download/tobacco_mtg63d00/Bates_510300515_512kb.mp4,newsandpublicaffairs,movies,Camel Smooth Moves,"Tape of live ""Camel Smooth Moves"" tour.","tobacco , cigarette , advertising, brand image, marketing, promotional campaign, public place, promotional merchandise"
tobacco_fswg0225,tobacco_fswg0225.mp4,2721292,https://archive.org/download/tobacco_fswg0225/tobacco_fswg0225.mp4,newsandpublicaffairs,movies,Snoop Dogg for the Good Times - Executive Branch,Advertisement for Executive Branch cigarillos featuring Snoop Dogg,"tobacco, cigarette,,<a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=tobaccoarchives'>Browse by keywords in UCSF tobacco industry videos</a>"
tobacco_epv08h00,tobacco_epv08h00.mp4,102782383,https://archive.org/download/tobacco_epv08h00/tobacco_epv08h00.mp4,newsandpublicaffairs,movies,Cigarette TV Ads - Chesterfield - 1950-1971,"Compilation of Chesterfield commercials from 1950-1971 featuring the campaigns, ""Entirely Safe,"" ""Put a Smile in Your Smoking,"" ""Packs More Pleasure,"" ""Smoke for Fun,"" ""Men of America,"" ""21 Great Tobaccos,"" and ""A Silly Millimeter Longer,"" as well as celebrity and sports endorsements.","tobacco, cigarette, advertising, marketing, television, tobacco industry"
tobacco_epv08h00,tobacco_epv08h00_2.mp4,93903530,https://archive.org/download/tobacco_epv08h00/tobacco_epv08h00_2.mp4,newsandpublicaffairs,movies,Cigarette TV Ads - Chesterfield - 1950-1971,"Compilation of Chesterfield commercials from 1950-1971 featuring the campaigns, ""Entirely Safe,"" ""Put a Smile in Your Smoking,"" ""Packs More Pleasure,"" ""Smoke for Fun,"" ""Men of America,"" ""21 Great Tobaccos,"" and ""A Silly Millimeter Longer,"" as well as celebrity and sports endorsements.","tobacco, cigarette, advertising, marketing, television, tobacco industry"
tobacco_xkk21c00,170600430_512kb.mp4,6692182,https://archive.org/download/tobacco_xkk21c00/170600430_512kb.mp4,medicalheritagelibrary,movies,Kool Cinema Ad,Kool cigarette commercial with instrumental music.,"tobacco, cigarette, advertising, marketing"
tobacco_faz99d00,8070497-4975_512kb.mp4,6907218,https://archive.org/download/tobacco_faz99d00/8070497-4975_512kb.mp4,medicalheritagelibrary,movies,Newport “Truck Driver”,Newport cigarette commercial.,"tobacco, cigarette, advertising , television , menthol cigarette, male"
tobacco_dtn18j00,tobacco_dtn18j00.mp4,4245571,https://archive.org/download/tobacco_dtn18j00/tobacco_dtn18j00.mp4,newsandpublicaffairs,movies,"MARLBORO 670000, 680000, 690000 REEL NUMBER 12",,"tobacco, cigarette"
tobacco_bdz99d00,tobacco_bdz99d00.mp4,5928372,https://archive.org/download/tobacco_bdz99d00/tobacco_bdz99d00.mp4,newsandpublicaffairs,movies,L N NEWPORT N68 135 30C 6RNE0 TUG BOAT CLR 30 SEC 7125,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male, African American"
tobacco_rwy27a00,tobacco_rwy27a00.mp4,175434244,https://archive.org/download/tobacco_rwy27a00/tobacco_rwy27a00.mp4,medicalheritagelibrary,movies,"Tobacco Industry""  Nightline  ABC-TV Network   11:35PM-12:05AM",Report on the release of tobacco industry documents previously classified as attorney client privilege. Notes the involvement of lawyers in the decision making of the tobacco industry through the Committee of Counsel and Special Committee. Discussion between the Attorney's General of Minnesota and Arizona regarding tobacco settlement.,"tobacco, cigarette, tobacco industry, tobacco industry lawyer, attorney client privilage, Attorney General, legal activity"
tobacco_qkw27a00,tobacco_qkw27a00.mp4,9539689,https://archive.org/download/tobacco_qkw27a00/tobacco_qkw27a00.mp4,newsandpublicaffairs,movies,"Paramus Park Mall Paramus, N.J. Five Outakes (Women)",Five women's reactions to an apparent restaurant/public smoking ban.,"tobacco, cigarette,local ordinance, public place, secondhand smoke, female"
tobacco_kow27a00,tobacco_kow27a00.mp4,7111482,https://archive.org/download/tobacco_kow27a00/tobacco_kow27a00.mp4,newsandpublicaffairs,movies,Excerpts from Labeling Hearing,Narrated excerpts from committee hearing regarding Bill S772 requiring rotating warning labels for cigarettes. Note: video drops out after 90 seconds.  Audio remains.,"tobacco, cigarette,warning label, proposed legislation, testimony"
tobacco_hsy27a00,tobacco_hsy27a00.mp4,619164404,https://archive.org/download/tobacco_hsy27a00/tobacco_hsy27a00.mp4,medicalheritagelibrary,movies,Walt Netschert's Ecology Hat (A Peace Pipe for the 90's & Beyond),"Home video made by Walt Netschert presenting his smoking device ""The Equalizer"" which reduces smoking pollution for both the smoker and any non-smokers in the area.","tobacco, cigarette, tobacco smoke, accommodation"
tobacco_vry27a00,tobacco_vry27a00.mp4,121565783,https://archive.org/download/tobacco_vry27a00/tobacco_vry27a00.mp4,medicalheritagelibrary,movies,NEMI  Indoor Air Quality,Discusses indoor air quality issues.,"tobacco, cigarette, indoor air quality"
tobacco_unw27a00,unw27a00.mp4,47873516,https://archive.org/download/tobacco_unw27a00/unw27a00.mp4,newsandpublicaffairs,movies,Universal Leaf,Reviews Universal Leaf's business practices around the world,"cigarette, tobacco, public relations, tobacco organization, tobacco manufacturer"
tobacco_nnjy0043,tobacco_nnjy0043.mp4,13018233,https://archive.org/download/tobacco_nnjy0043/tobacco_nnjy0043.mp4,newsandpublicaffairs,movies,Outtakes from the Leo Burnett/Philip Morris Recruitment Video,Behind the scenes outtakes from the LEO BURNETT / PHILIP MORRIS INTERNATIONAL 1995 MBA recruitment video,"tobacco, cigarette, promotional, recruitment, tobacco company employee, marketing,"
tobacco_hxw99d00,tobacco_hxw99d00.mp4,166143641,https://archive.org/download/tobacco_hxw99d00/tobacco_hxw99d00.mp4,newsandpublicaffairs,movies,"[""The Secret of the Safer Cigarette""] WORLD IN ACTION GRENADA 88 'SAFER' CIGARETTE; VIDEO PLANNING WORLD IN ACTION GRENADA 88 'SAFER' CIGARETTE","An investigative report about the efforts of the Liggett & Myers Tobacco Company research department to reduce carcinogens in smoke and create a safer cigarette. Liggett & Myers decided not to market the cigarette out of fear that such product will imply that traditional cigarettes were ""unsafe.","tobacco, cigarette,respiratory disease , tobacco smoke , public health research , laboratory research , animal subject , tobacco industry scientist , respiratory system , lungs , industry sponsored research, carcinogen"
tobacco_kdy99d00,tobacco_kdy99d00.mp4,113603210,https://archive.org/download/tobacco_kdy99d00/tobacco_kdy99d00.mp4,newsandpublicaffairs,movies,GOOD MORNING AMERICA PRE-CONGRESSIONAL HEARING ON TOBACCO,Partical duplicate of Bates 88498027/8028.,"tobacco, cigarette,hearing, television, nicotine, public place, secondhand smoke, tobacco farmer, cigarette ingredient, Congress"
tobacco_ojw27a00,tobacco_ojw27a00.mp4,347949963,https://archive.org/download/tobacco_ojw27a00/tobacco_ojw27a00.mp4,medicalheritagelibrary,movies,Channnel 56 [BothSides Now] 9-10 PM,"""Talk show regarding proposed legislation to impose smoking restrictions in public places in Michigan, offers opposing views.""","tobacco, cigarette, proposed legislation, smoking restriction, public place, adverse effects, secondhand smoke"
tobacco_lvy27a00,tobacco_lvy27a00.mp4,76963295,https://archive.org/download/tobacco_lvy27a00/tobacco_lvy27a00.mp4,medicalheritagelibrary,movies,The OSHA Smoking Ban Public Hearings:  Reasonable Questions,Excerpts from the public hearings regarding OSHA's proposed rule on indoor air quality which would ban smoking in the workplace.,"tobacco, cigarette, government agency, workplace, indoor air quality, secondhand smoke, policy"
tobacco_lxv27a00,tobacco_lxv27a00.mp4,616991513,https://archive.org/download/tobacco_lxv27a00/tobacco_lxv27a00.mp4,newsandpublicaffairs,movies,Atlanta Tax Reform Seminar  Emory University,Tax reform symposium held at Emory University,"tobacco, cigarette,excise tax, taxation, government, regulation"
tobacco_odx27a00,tobacco_odx27a00.mp4,88313106,https://archive.org/download/tobacco_odx27a00/tobacco_odx27a00.mp4,newsandpublicaffairs,movies,A Leaf through History,Infornational video on the history of the tobacco leaf and the Country.Focuses on the use of snuf.,"tobacco, cigarette,government, smokeless tobacco, social behavior"
tobacco_hvx99d00,VTS_01_1_512kb.mp4,64846457,https://archive.org/download/tobacco_hvx99d00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,"Focus Group - Chicago, 12 October 1981, 7:30 Group 2, Tape 1 [Parts 1-5]","Focus group led by Shoi Dickinson with eight male smokers discussing cigarettes, extensions and Kent, Golden Lights and Kent III.   (Very loud background noise from open window; video is in black and white.  Transferred from UMatic.)

<a href=""http://www.archive.org/details/tobacco_hvx99d00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/tobacco_hvx99d00b"" rel=""nofollow"">Click Here to View Part 2</a>

<a href=""http://www.archive.org/details/tobacco_hvx99d00c"" rel=""nofollow"">Click Here to View Part 3</a>

<a href=""http://www.archive.org/details/tobacco_hvx99d00d"" rel=""nofollow"">Click Here to View Part 4</a>

<a href=""http://www.archive.org/details/tobacco_hvx99d00e"" rel=""nofollow"">Click Here to View Part 5</a>","tobacco , cigarette , marketing research , male , smoker behavior , smoker , advertising , cigarette brands"
tobacco_qex27a00,tobacco_qex27a00.mp4,66281718,https://archive.org/download/tobacco_qex27a00/tobacco_qex27a00.mp4,newsandpublicaffairs,movies,The Tobacco Institute 116 K St. NW Wash DC Subject: Press Conf  Wash DC,Press conference for the Tobacco Institute the day before the Surgeon General's report 15 years after the initial report on smoking & health.,"tobacco, cigarette,tobacco industry, industry strategy, research activity"
tobacco_ryv27a00,ryv27a00.mp4,16350196,https://archive.org/download/tobacco_ryv27a00/ryv27a00.mp4,newsandpublicaffairs,movies,Corporate TV Group California Grocers Association Tobacco Self-Service Displays The Santa Barbara Compromise,Spot on youth access to tobacco product.,"tobacco, cigarette, youth access, retail outlet, tobacco education program"
tobacco_kax27a00,tobacco_kax27a00.mp4,281207073,https://archive.org/download/tobacco_kax27a00/tobacco_kax27a00.mp4,newsandpublicaffairs,movies,The Tobacco Institute Audio Channel 1 & 3 Hearing Tape #7,Hearings on proposed cigarette advertising ban.,"tobacco, cigarette,hearing, government, advertising restriction, marketing strategy"
tobacco_eym02b00,VTS_01_1_512kb.mp4,25383996,https://archive.org/download/tobacco_eym02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,TISA (Tabacalera Istmena SA),Video about BAT executives visit to Panama and meetings at TISA (in Spanish).,"tobacco, cigarette, international trade, export, tobacco industry, tobacco industry employee"
tobacco_lnu03f00,170500034_512kb.mp4,4356937,https://archive.org/download/tobacco_lnu03f00/170500034_512kb.mp4,medicalheritagelibrary,movies,Raleigh/Belair - Weekend - Croquet,Raleigh and Belair cigarette commercials.,"tobacco, cigarette, television , advertising , menthol cigarette"
tobacco_ulu17j00,tobacco_ulu17j00.mp4,2885746,https://archive.org/download/tobacco_ulu17j00/tobacco_ulu17j00.mp4,newsandpublicaffairs,movies,ABC4,,"tobacco, cigarette"
tobacco_rou03f00,170500066_512kb.mp4,44545092,https://archive.org/download/tobacco_rou03f00/170500066_512kb.mp4,medicalheritagelibrary,movies,Viceroy Commercials Compilation,Compilation of Viceroy cigarette commercials.,"tobacco, cigarette, advertising, television, filter, male, female"
tobacco_nqm02b00,VTS_01_1_512kb.mp4,128685452,https://archive.org/download/tobacco_nqm02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Research methods: demonstration tape.,"Tape demonstrates research methods for visual scanning behavior and other projects, including personal interviews and focus groups.","tobacco, cigarette, industry sponsored research, research activity"
tobacco_aar62a00,VTS_01_1_512kb.mp4,14698342,https://archive.org/download/tobacco_aar62a00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Ellen Merlo Responds to New England Journal of Medicine Study of Cigarette Advertising,Video news release with a number of different responses by Ellen Merlo about a study of cigarette advertising aimed at youth published in the New England Journal of Medicine.,"tobacco , cigarette , youth , advertising , television , public relations"
tobacco_cwf67c00,tobacco_cwf67c00.mp4,83741193,https://archive.org/download/tobacco_cwf67c00/tobacco_cwf67c00.mp4,newsandpublicaffairs,movies,CIPOLLONE TOBACCO TRIAL COVERAGE HIGHLIGHTS,"VARI, ARCHIVE LOCATION VARIANCE SHEET","tobacco, cigarette"
tobacco_jtm02b00,VTS_01_1_512kb.mp4,121393804,https://archive.org/download/tobacco_jtm02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,"""So You Want To Stop Smoking"" Parts 2-3",Series produced by the Health Education Council in United Kingdom to help smokers quit their habit. Two 10-Minute Programs.,"tobacco, cigarette, smoking cessation, smoking cessation method, smoker, non-smoker, tobacco related health concerns, lung cancer, cardiovascular disease, respiratory disease"
tobacco_neo23e00,Bates_2500002414_512kb.mp4,29749618,https://archive.org/download/tobacco_neo23e00/Bates_2500002414_512kb.mp4,newsandpublicaffairs,movies,Philip Morris USA TV Presentation reel,"Compilation of television commercials for Benson & Hedges, Marlboro, Parliament, and Virginia Slims cigarettes.","tobacco , cigarette , television , advertising , gender ,  male ,  female , filter , nicotine , tar , menthol"
tobacco_dlx27a00,tobacco_dlx27a00.mp4,36559958,https://archive.org/download/tobacco_dlx27a00/tobacco_dlx27a00.mp4,medicalheritagelibrary,movies,"WQRF-TV Rockford, IL . ""The Noon Show",Interview with Tom Howard of the Tobacco Institute.,"tobacco, cigarette, tobacco strategy, trade  association, public relations"
tobacco_fch77e00,Bates_2031411477_512kb.mp4,67649903,https://archive.org/download/tobacco_fch77e00/Bates_2031411477_512kb.mp4,medicalheritagelibrary,movies,Marlboro Country Report,"Second edition of video journal for Philip Morris employees ""Marlboro Country report."" Includes segments about the launch of the new low tar Merit cigarettes and corporate philanthropy.","tobacco , cigarette , tobacco industry employee, low yield cigarette, advertising, cigarette design, cigarette brands, charitable donation, corporate responsibility"
tobacco_sav17j00,tobacco_sav17j00.mp4,864661,https://archive.org/download/tobacco_sav17j00/tobacco_sav17j00.mp4,newsandpublicaffairs,movies,"Video 20/20, Introduction, 10/20/83",,"tobacco, cigarette"
tobacco_qmp91f00,tobacco_qmp91f00.mp4,91266003,https://archive.org/download/tobacco_qmp91f00/tobacco_qmp91f00.mp4,newsandpublicaffairs,movies,"The Confessions of a Tobacco Lobbyist"" (""60 Minutes"", CBS)",Victor Crawford former lobbyist for the Tobacco Institute describes controversial industry strategies used to stall anti-smoking legislation. Also includes an overview of tobacco industry tactics targeting teenagers.,"tobacco, cigarette,lobbying, cancer, tobacco related health concerns, industry strategy, industry sponsorship, promotional merchandise, sports sponsorship, youth, youth access, marketing, advertising, local government"
tobacco_vwb77c00,tobacco_vwb77c00.mp4,54230783,https://archive.org/download/tobacco_vwb77c00/tobacco_vwb77c00.mp4,newsandpublicaffairs,movies,CALIFORNIA DEPARTMENT OF HEALTH SERVICES SMOKING SPOTS,Compilation of anti-smoking commercials in English and Spanish sponsored by the California Department of Health Services.,"tobacco, cigarette, anti-smoking advocacy, advertising, children, youth, secondhand smoke, local  government agency, health education program, television"
tobacco_pdo23e00,Bates_2058500029_chunk_1_512kb.mp4,252768976,https://archive.org/download/tobacco_pdo23e00/Bates_2058500029_chunk_1_512kb.mp4,newsandpublicaffairs,movies,"Puritan, Paxton, Ambassador, and Alpine commercials","Compilation of commercials for Puritan ciragetto and Paxton, Ambassador, and Alpine cigarettes.","tobacco , cigarette , pipe tobacco, filter, cigarette design, menthol cigarette, advertising, television"
tobacco_zmx27a00,tobacco_zmx27a00.mp4,19538877,https://archive.org/download/tobacco_zmx27a00/tobacco_zmx27a00.mp4,medicalheritagelibrary,movies,"Walker Merryman/Jolly Ann Davidson & Tobacco""  Newswatch 12 WXII-TV Winston-Salem 11:00PM",Segment on new purchase age restrictions with comments from Walker Merryman,"tobacco, cigarette, minimum purchase age legislation, youth, industry strategy"
tobacco_zcw27a00,tobacco_zcw27a00.mp4,961680228,https://archive.org/download/tobacco_zcw27a00/tobacco_zcw27a00.mp4,newsandpublicaffairs,movies,Issues in the News  10 AM  QCS Torrance,Features focus group discussing California tax initatives. Discusses tobacco industry's interest in the proposals.,"tobacco, cigarette,excise tax, local ordinance, proposed legislation, policy"
tobacco_por91e00,tobacco_por91e00.mp4,6507052,https://archive.org/download/tobacco_por91e00/tobacco_por91e00.mp4,newsandpublicaffairs,movies,L N NEWPORT N68 146 30 6RNEO DORY CLR 30 SEC 7895,Newport cigarette commercial.,"tobacco, cigarette,advertising , television , menthol cigarette , male"
tobacco_clc72a00,2051567636_512kb.mp4,488329473,https://archive.org/download/tobacco_clc72a00/2051567636_512kb.mp4,newsandpublicaffairs,movies,"MOD Trials, Tape 1-4, Trade Secret, Set Up of MCD Runs with MOD Close to Web Bands on Paper Run with MOD High",Footage of different pieces of operating equipment at a paper manufacturing plant.  The first half of the video is silent; the second half has ambient sound.,"tobacco , cigarette , cigarette design , production"
tobacco_dbw27a00,tobacco_dbw27a00.mp4,98096526,https://archive.org/download/tobacco_dbw27a00/tobacco_dbw27a00.mp4,newsandpublicaffairs,movies,Environmental Tobacco Smoke: What the EPA Isn't Telling You,Video discussing the EPA study on secondhand smoke (naming it a Group A carcinogen) and it's flaws as well as it's potential impact on smoking in public.,"tobacco, cigarette, secondhand smoke, carcinogen, data analysis, workplace, public place"
ecd77e00,VTS_01_1_512kb.mp4,124775535,https://archive.org/download/ecd77e00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,Annual Stockholders' Meeting - Geoffrey Bible Question & Answer [Parts 1- 2],"Geoffrey Bible responds to questions from tobacco control advocates at the 1995 (?) Philip Morris annual stockholders' meeting.

<a href=""http://www.archive.org/details/ecd77e00a"" rel=""nofollow"">Click Here to View Part 1</a>

<a href=""http://www.archive.org/details/ecd77e00b"" rel=""nofollow"">Click Here to View Part 2</a>","tobacco , cigarette , secondhand smoke , tobacco related health concerns , asthma , smoking cessation , addiction , public health research , industry strategy , fire , fire safe cigarette , lung cancer , smoker behavior , advertising , youth , smoking prevention , sports sponsorship , marketing , promotions , legal activity , court decision , class action suit , profit , excise tax , Medicaid lawsuit , regulation , public place , restaurant , political advocacy , referendum"
glk21c00,VTS_01_1_512kb.mp4,90214467,https://archive.org/download/glk21c00/VTS_01_1_512kb.mp4,newsandpublicaffairs,movies,The Brown & Williamson Story,"Video promoting the Brown and Williamson company, including its history and tobacco products.  After the promotional video, there are two Viceroy commercials, one in English, the other in Spanish.","tobacco farming , cigarette tax , tobacco industry employee ,  tobacco processing , tobacco chewing , cigarette additive  , pipe tobacco , cigarette packaging , smokeless tobacco , menthol cigarette , filter , cigarette design , production , advertising"
tobacco_piq03d00,tobacco_piq03d00.mp4,110067616,https://archive.org/download/tobacco_piq03d00/tobacco_piq03d00.mp4,newsandpublicaffairs,movies,"PR 173 SUPPORT THE LAW VNR, PSAs, JAYS",,"tobacco, cigarette"
tobacco_fry00i00,tobacco_fry00i00.mp4,37356740,https://archive.org/download/tobacco_fry00i00/tobacco_fry00i00.mp4,newsandpublicaffairs,movies,HOW CIGARETTES ARE MADE,,"tobacco, cigarette"
tobacco_qrz20j00,tobacco_qrz20j00.mp4,6464240,https://archive.org/download/tobacco_qrz20j00/tobacco_qrz20j00.mp4,newsandpublicaffairs,movies,ADDICTION. EXCERPTS FROM HOUSE HEARINGS 19940000.CDC,,"tobacco, cigarette"
tobacco_nhq03d00,tobacco_nhq03d00.mp4,197310833,https://archive.org/download/tobacco_nhq03d00/tobacco_nhq03d00.mp4,newsandpublicaffairs,movies,NYC ANNOUNCEMENT SCHOOLS COPY,,"tobacco, cigarette"
tobacco_jly27a00,tobacco_jly27a00.mp4,64360541,https://archive.org/download/tobacco_jly27a00/tobacco_jly27a00.mp4,medicalheritagelibrary,movies,Tobacco . . . Working For America,Video on jobs that rely on tobacco production.,"tobacco, cigarette, tobacco farmer, tobacco farming, tobacco processing"
tobacco_ipw27a00,tobacco_ipw27a00.mp4,134226149,https://archive.org/download/tobacco_ipw27a00/tobacco_ipw27a00.mp4,newsandpublicaffairs,movies,#8 Tobacco,Segment of Senate hearings on proposed tobacco legislation.,"tobacco, cigarette,hearing, proposed legislation, public health statistics"
tobacco_stw27a00,tobacco_stw27a00.mp4,130446454,https://archive.org/download/tobacco_stw27a00/tobacco_stw27a00.mp4,newsandpublicaffairs,movies,The Tobacco Institute Hearing Institute Panel,Congressional hearing on the health effects of passive smoking. Legislation under consideration H.R. 44.88 and H.R.45.46 bills requiring designation of smoking and non-smoking areas in federal buildings.,"tobacco, cigarette,secondhand smoke, adverse effects, government, testimony, smoking section"
tobacco_fvj23e00,tobacco_fvj23e00.mp4,35857565,https://archive.org/download/tobacco_fvj23e00/tobacco_fvj23e00.mp4,newsandpublicaffairs,movies,"MONKEY SMOKING HAZELTON LABS. NUMBER 2,7613",Silent video of scientist showing a monkey in a plexiglass box with tubes and other laboratory aids.,"tobacco, cigarette, animal subject, laboratory research, tobacco industry scientist"
tobacco_phy27a00,tobacco_phy27a00-1.mp4,293722521,https://archive.org/download/tobacco_phy27a00/tobacco_phy27a00-1.mp4,medicalheritagelibrary,movies,New Haven Research Center Session #1,Focus Group in Connecticut about the state deficit.,"tobacco, cigarette, legislation, taxation, excise taxes"
tobacco_phy27a00,tobacco_phy27a00.mp4,310932501,https://archive.org/download/tobacco_phy27a00/tobacco_phy27a00.mp4,medicalheritagelibrary,movies,New Haven Research Center Session #1,Focus Group in Connecticut about the state deficit.,"tobacco, cigarette, legislation, taxation, excise taxes"
tobacco_niy27a00,tobacco_niy27a00.mp4,343719542,https://archive.org/download/tobacco_niy27a00/tobacco_niy27a00.mp4,newsandpublicaffairs,movies,Tobacco Addiction,Call in talk show debating the addictiveness of tobacco.,"tobacco, cigarette, nicotine, addiction, advocacy, public policy"
tobacco_muw27a00,tobacco_muw27a00.mp4,20263620,https://archive.org/download/tobacco_muw27a00/tobacco_muw27a00.mp4,newsandpublicaffairs,movies,"""Smoking in the Military"" CBS Morning News CBS-TV/ Network 7:00AM",Report on almost total ban on cigarette smoking in federal buildings. No video.,"tobacco, cigarette,smoking restriction, government"
tobacco_wqw27a00,tobacco_wqw27a00.mp4,23276869,https://archive.org/download/tobacco_wqw27a00/tobacco_wqw27a00.mp4,medicalheritagelibrary,movies,The Hazards of Second Hand Smoke    Public Places SG Koop on Workplace Bans  ACS Smoking Fetus Ad,"""Video """"""""Hazards of Secondhand Smoke"""""""", focus on children and developing feti""","tobacco, cigarette, secondhand smoke, youth, adverse effects, legislation, local ordinance"
tobacco_tmy27a00,tobacco_tmy27a00.mp4,149956577,https://archive.org/download/tobacco_tmy27a00/tobacco_tmy27a00.mp4,medicalheritagelibrary,movies,General Demo Reel - 1991,Sample reel of work done for a variety of political clients by Political Media and Campaign Consulting.,"tobacco, cigarette, business activity, public relations"
tobacco_gct64d00,tobacco_gct64d00.mp4,48736036,https://archive.org/download/tobacco_gct64d00/tobacco_gct64d00.mp4,newsandpublicaffairs,movies,"991117 BSMG / LORILLARD VHS DUB ""LORILLARD YOUTH SMOKING PREVENTION PROGRAM TAKE 10 HIGHLIGHTS"" LENGTH: 7:30 AUDIO: MIXED, CH. 1 & 2; LORILLARD YOUTH SMOKING PREVENTION PROGRAM TAKE 10 HIGHLIGHTS""  AUDIO: MIXED, CH. 1 & 2","Compilation of TV News reports about ""Take 10: start talking so your kids dont smoke"" parent education campaign sponsored by the Lorillard Youth Smoking Prevention program.","tobacco, cigarette,youth, youth access, smoking prevention, public relations, industry sponsored prevention program, television, familial relation, peer influence"
tobacco_mwu17j00,tobacco_mwu17j00.mp4,24836161,https://archive.org/download/tobacco_mwu17j00/tobacco_mwu17j00.mp4,newsandpublicaffairs,movies,"Video ABC News Story, TI Statement, 1/10/1972",,"tobacco, cigarette"
tobacco_ppu03f00,170500090_512kb.mp4,20364744,https://archive.org/download/tobacco_ppu03f00/170500090_512kb.mp4,medicalheritagelibrary,movies,"Capri Cigarettes: 1. Blank Pack, 2. Mortice, 3. Taste Test, 4. Candid Camera",Compilation of Capri cigarette television commercials.,"tobacco, cigarette, television , advertising , menthol cigarette"
tobacco_lfq23e00,2043634007-4008_512kb.mp4,82960456,https://archive.org/download/tobacco_lfq23e00/2043634007-4008_512kb.mp4,medicalheritagelibrary,movies,Virginia Slims: Chris Evert-Lloyd,Compilation of interviews with Chris Evert-Lloyd.,"tobacco, cigarette, sports sponsorship, television, female, athlete"
tobacco_pgn02b00,VTS_01_1_512kb.mp4,134605922,https://archive.org/download/tobacco_pgn02b00/VTS_01_1_512kb.mp4,medicalheritagelibrary,movies,Interviews: Influence of Stress (Subject 17),Female and male smokers are interviewed about the influence of stress on their behavior. No video by the end of the tape.,"tobacco, cigarette, smoker, smoke, laboratory research, mental health, smoker behavior, female, male"
tobacco_pgn02b00,VTS_01_2_512kb.mp4,422325378,https://archive.org/download/tobacco_pgn02b00/VTS_01_2_512kb.mp4,medicalheritagelibrary,movies,Interviews: Influence of Stress (Subject 17),Female and male smokers are interviewed about the influence of stress on their behavior. No video by the end of the tape.,"tobacco, cigarette, smoker, smoke, laboratory research, mental health, smoker behavior, female, male"
tobacco_abk52b00,tobacco_abk52b00.mp4,172650781,https://archive.org/download/tobacco_abk52b00/tobacco_abk52b00.mp4,newsandpublicaffairs,movies,"HIGHWAY 40 KETC-TV (PBS) ST LOUIS, MO. 12- 21-88 (881221) 7:30 PM. PREMIER. (RUNNING TIME 0:27:46).",,"tobacco, cigarette"
tobacco_hcq23e00,tobacco_hcq23e00.mp4,96694415,https://archive.org/download/tobacco_hcq23e00/tobacco_hcq23e00.mp4,newsandpublicaffairs,movies,BRISTOL 'THE PRICE FIGHTER' SALES VIDEO COMMENTS BY B. MIKULAY GROUP DIRECTOR,Instructional sales video for Bristol Brand Cigarettes.,"tobacco, cigarette"
tobacco_szx27a00,tobacco_szx27a00.mp4,459902786,https://archive.org/download/tobacco_szx27a00/tobacco_szx27a00.mp4,newsandpublicaffairs,movies,"""Joselyn Elders/Surgeon General Designate"" Medical Rounds CNBC 12:00-1:00pm","Interview with Joycelyn Elders, the Clinton administration Surgeon General designate.","tobacco, cigarette,surgeon general, tobacco"
tobacco_msp91f00,tobacco_msp91f00.mp4,129091522,https://archive.org/download/tobacco_msp91f00/tobacco_msp91f00.mp4,newsandpublicaffairs,movies,"National Commission on Smoking and Public Policy:"" NBC EVENING NEWS","Discussion of recommendations issued by the National Commission on Smoking and Public Policy in the ""A national dilemma: Cigarette smoking or the health of Americans"" report. Also includes a segment about the Tobacco Institute Spokesmen program. The Tobacco Institute touts its role as the public relations arm of the tobacco industry with selections from media appearances by Institute staff.","tobacco, cigarette"
tobacco_jib77c00,tobacco_jib77c00.mp4,729237692,https://archive.org/download/tobacco_jib77c00/tobacco_jib77c00.mp4,newsandpublicaffairs,movies,Race with Post Race Footage & Gil Highlight Montage,,"tobacco, cigarette"
tobacco_wwp91f00,tobacco_wwp91f00.mp4,30138470,https://archive.org/download/tobacco_wwp91f00/tobacco_wwp91f00.mp4,newsandpublicaffairs,movies,"TODAY'S BUSINESS -- CIGARETTE ADVERTISING, WUSA-TV, CBS, WASHINGTON, DC",Poor video quality.,"tobacco, cigarette"
